수강번호,학습자ID,강좌ID,등록일,시작일,완료일,진행률(%),상태,학습시간
E00780,L0144,C022,2026-05-09,2026-05-09,2026-07-04,100,완료,30
E00781,L0086,C031,2025-10-07,2025-10-07,2025-12-01,100,완료,422
E00782,L0018,C049,2025-12-05,2025-12-05,,13,중단,325
E00783,L0191,C003,2026-02-27,2026-02-27,2026-04-13,100,완료,273
E00784,L0021,C009,2026-03-18,2026-03-18,,22,진행중,494
E00785,L0117,C010,2025-07-03,2025-07-03,,70,진행중,0
E00786,L0001,C048,2025-07-27,2025-07-27,2025-09-19,100,완료,111
E00787,L0197,C001,2025-12-26,2025-12-26,2026-01-24,100,완료,99
E00788,L0146,C035,2025-11-16,2025-11-16,,59,중단,7
E00789,L0109,C041,2026-03-25,2026-03-25,2026-04-25,100,완료,40
E00790,L0185,C015,2026-01-22,2026-01-22,,18,진행중,12
E00791,L0153,C032,2025-09-01,2025-09-01,2025-10-11,100,완료,232
E00792,L0181,C036,2025-08-20,2025-08-20,2025-08-29,100,완료,67
E00793,L0136,C050,2025-11-18,2025-11-18,,48,진행중,246
E00794,L0145,C023,2025-09-21,2025-09-21,2025-10-08,100,완료,589
E00795,L0032,C013,2025-11-08,2025-11-08,2025-12-29,100,완료,5
E00796,L0123,C027,2025-12-15,,,0,미시작,154
E00797,L0096,C042,2025-06-24,,,0,미시작,72
E00798,L0051,C015,2025-12-24,2025-12-24,,20,진행중,252
E00799,L0199,C037,2026-05-19,2026-05-19,2026-06-03,100,완료,332
E00800,L0179,C032,2026-03-03,2026-03-03,2026-03-12,100,완료,218
E00801,L0099,C018,2025-07-26,2025-07-26,2025-07-31,100,완료,96
E00802,L0042,C026,2026-02-23,2026-02-23,2026-03-30,100,완료,102
E00803,L0165,C045,2025-07-02,2025-07-02,,87,진행중,115
E00804,L0039,C016,2025-12-05,2025-12-05,2026-01-02,100,완료,102
E00805,L0043,C038,2026-02-08,2026-02-08,2026-03-11,100,완료,222
E00806,L0070,C015,2026-05-04,2026-05-04,2026-06-06,100,완료,459
E00807,L0156,C042,2025-11-12,2025-11-12,,27,진행중,0
E00808,L0062,C036,2025-12-19,2025-12-19,2026-01-30,100,완료,28
E00809,L0090,C004,2026-03-26,2026-03-26,,54,진행중,111
E00810,L0101,C045,2025-10-14,2025-10-14,2025-12-11,100,완료,84
E00811,L0065,C028,2026-02-20,2026-02-20,,42,중단,331
E00812,L0076,C007,2025-11-07,2025-11-07,,85,중단,47
E00813,L0129,C022,2025-11-18,2025-11-18,,25,진행중,64
E00814,L0179,C045,2025-09-16,2025-09-16,,74,진행중,39
E00815,L0164,C044,2026-05-08,2026-05-08,2026-05-08,100,완료,391
E00816,L0114,C025,2025-07-07,2025-07-07,,94,진행중,48
E00817,L0074,C012,2025-11-22,2025-11-22,,48,진행중,312
E00818,L0042,C019,2026-03-26,2026-03-26,2026-03-30,100,완료,172
E00819,L0192,C036,2026-03-16,2026-03-16,,38,진행중,91
E00820,L0032,C024,2026-05-22,2026-05-22,,56,진행중,158
E00821,L0165,C040,2025-07-30,2025-07-30,2025-09-23,100,완료,185
E00822,L0109,C031,2026-05-09,2026-05-09,2026-06-27,100,완료,442
E00823,L0114,C030,2026-01-11,2026-01-11,,65,진행중,418
E00824,L0165,C020,2026-03-21,2026-03-21,2026-03-29,100,완료,1
E00825,L0110,C045,2025-11-21,2025-11-21,2025-12-06,100,완료,53
E00826,L0107,C022,2026-04-07,2026-04-07,2026-05-15,100,완료,30
E00827,L0144,C034,2025-12-09,2025-12-09,,39,진행중,84
E00828,L0100,C048,2026-04-28,2026-04-28,2026-05-08,100,완료,371
E00829,L0118,C028,2026-01-19,,,0,미시작,40
E00830,L0172,C040,2026-05-25,2026-05-25,2026-06-16,100,완료,206
E00831,L0051,C045,2025-07-05,2025-07-05,,65,중단,61
E00832,L0060,C006,2025-06-11,2025-06-11,,31,진행중,136
E00833,L0087,C048,2025-09-12,2025-09-12,2025-10-10,100,완료,241
E00834,L0089,C026,2026-02-15,2026-02-15,,52,진행중,367
E00835,L0098,C045,2025-11-24,2025-11-24,,11,진행중,117
E00836,L0143,C009,2026-05-10,2026-05-10,2026-06-26,100,완료,220
E00837,L0198,C036,2026-05-31,2026-05-31,2026-07-22,100,완료,107
E00838,L0077,C002,2026-03-25,2026-03-25,2026-05-01,100,완료,85
E00839,L0166,C004,2025-08-01,2025-08-01,2025-09-27,100,완료,211
E00840,L0127,C002,2025-08-06,2025-08-06,,82,진행중,137
E00841,L0040,C005,2026-05-10,2026-05-10,2026-06-15,100,완료,13
E00842,L0068,C043,2025-06-11,2025-06-11,,33,진행중,201
E00843,L0101,C005,2025-11-02,2025-11-02,,13,진행중,109
E00844,L0036,C013,2025-10-31,2025-10-31,2025-12-11,100,완료,86
E00845,L0155,C036,2025-12-03,2025-12-03,,28,진행중,19
E00846,L0019,C028,2025-09-06,2025-09-06,,17,진행중,73
E00847,L0055,C033,2025-12-20,2025-12-20,2026-01-09,100,완료,27
E00848,L0053,C048,2025-07-02,2025-07-02,2025-08-02,100,완료,586
E00849,L0039,C015,2026-04-28,2026-04-28,2026-05-29,100,완료,618
E00850,L0153,C025,2026-02-23,2026-02-23,2026-03-15,100,완료,338
E00851,L0078,C030,2025-08-12,2025-08-12,2025-10-03,100,완료,138
E00852,L0121,C013,2026-03-06,2026-03-06,,46,진행중,36
E00853,L0086,C028,2026-01-14,,,0,미시작,326
E00854,L0046,C037,2025-07-03,2025-07-03,2025-08-14,100,완료,41
E00855,L0078,C013,2026-04-21,2026-04-21,2026-05-28,100,완료,72
E00856,L0121,C018,2025-07-24,2025-07-24,,14,중단,89
E00857,L0048,C021,2025-06-17,2025-06-17,,84,진행중,25
E00858,L0099,C025,2025-12-05,2025-12-05,2025-12-13,100,완료,188
E00859,L0197,C036,2025-10-02,2025-10-02,,37,진행중,80
E00860,L0152,C013,2026-05-13,2026-05-13,,17,진행중,74
E00861,L0050,C020,2026-03-14,2026-03-14,,70,진행중,32
E00862,L0021,C033,2025-12-11,,,0,미시작,44
E00863,L0052,C008,2025-12-11,2025-12-11,,45,진행중,410
E00864,L0141,C050,2025-07-31,2025-07-31,2025-08-02,100,완료,3
E00865,L0079,C047,2025-06-16,2025-06-16,2025-06-25,100,완료,582
E00866,L0103,C017,2025-07-19,2025-07-19,2025-08-03,100,완료,71
E00867,L0151,C005,2026-03-06,2026-03-06,,35,진행중,160
E00868,L0075,C022,2025-07-01,2025-07-01,2025-07-17,100,완료,26
E00869,L0172,C007,2026-04-25,2026-04-25,2026-05-31,100,완료,13
E00870,L0134,C046,2025-10-15,2025-10-15,2025-12-02,100,완료,65
E00871,L0172,C008,2025-10-30,2025-10-30,2025-12-22,100,완료,108
E00872,L0004,C036,2025-12-04,2025-12-04,2026-01-20,100,완료,10
E00873,L0007,C032,2025-12-25,2025-12-25,2026-02-09,100,완료,224
E00874,L0113,C036,2026-04-19,2026-04-19,2026-05-20,100,완료,110
E00875,L0047,C038,2026-04-29,2026-04-29,,16,진행중,449
E00876,L0033,C041,2025-12-26,2025-12-26,2026-01-28,100,완료,86
E00877,L0065,C046,2026-03-02,2026-03-02,,98,진행중,232
E00878,L0177,C035,2025-09-04,2025-09-04,2025-09-16,100,완료,23
E00879,L0088,C039,2025-07-12,2025-07-12,,83,진행중,345
E00880,L0057,C028,2025-07-30,,,0,미시작,165
E00881,L0054,C039,2026-03-19,2026-03-19,,12,진행중,275
E00882,L0085,C046,2025-10-24,2025-10-24,2025-11-15,100,완료,34
E00883,L0176,C038,2025-10-22,2025-10-22,2025-10-30,100,완료,461
E00884,L0165,C031,2026-02-02,2026-02-02,2026-03-21,100,완료,83
E00885,L0148,C046,2025-06-16,2025-06-16,2025-08-12,100,완료,213
E00886,L0159,C049,2025-12-03,2025-12-03,2026-01-09,100,완료,222
E00887,L0123,C001,2025-12-27,2025-12-27,2026-01-07,100,완료,231
E00888,L0038,C023,2025-12-04,2025-12-04,2026-01-09,100,완료,396
E00889,L0104,C009,2026-04-22,2026-04-22,,54,진행중,473
E00890,L0092,C020,2025-08-12,2025-08-12,2025-09-28,100,완료,1
E00891,L0148,C016,2026-04-05,2026-04-05,,60,중단,53
E00892,L0146,C032,2026-05-16,2026-05-16,,33,진행중,172
E00893,L0186,C017,2025-07-13,2025-07-13,,14,진행중,464
E00894,L0088,C007,2026-06-08,2026-06-08,,81,진행중,79
E00895,L0181,C050,2025-10-26,2025-10-26,2025-11-01,100,완료,366
E00896,L0163,C012,2026-05-24,2026-05-24,,65,진행중,371
E00897,L0130,C005,2026-04-20,2026-04-20,2026-05-31,100,완료,128
E00898,L0165,C011,2025-10-26,2025-10-26,,40,진행중,598
E00899,L0154,C025,2026-01-13,2026-01-13,,26,진행중,717
E00900,L0069,C031,2026-06-08,2026-06-08,,19,진행중,344
E00901,L0077,C008,2026-01-18,2026-01-18,2026-02-05,100,완료,210
E00902,L0046,C012,2026-02-17,2026-02-17,,37,진행중,602
E00903,L0157,C042,2026-05-13,2026-05-13,,14,중단,21
E00904,L0102,C049,2025-08-01,2025-08-01,2025-09-14,100,완료,48
E00905,L0093,C017,2025-08-05,2025-08-05,2025-08-11,100,완료,254
E00906,L0122,C016,2026-01-12,2026-01-12,2026-01-28,100,완료,105
E00907,L0080,C021,2025-10-17,2025-10-17,,73,진행중,33
E00908,L0135,C047,2025-07-15,2025-07-15,,60,진행중,494
E00909,L0141,C024,2026-03-11,,,0,미시작,336
E00910,L0124,C040,2025-07-17,2025-07-17,2025-08-15,100,완료,130
E00911,L0082,C047,2025-07-19,,,0,미시작,228
E00912,L0180,C026,2026-03-30,2026-03-30,2026-04-07,100,완료,21
E00913,L0028,C010,2026-03-28,2026-03-28,2026-04-26,100,완료,18
E00914,L0059,C006,2026-06-08,,,0,미시작,89
E00915,L0131,C033,2025-11-15,2025-11-15,,94,진행중,135
E00916,L0054,C017,2026-05-24,2026-05-24,,81,중단,155
E00917,L0029,C001,2025-12-09,2025-12-09,,92,진행중,9
E00918,L0071,C031,2026-03-11,2026-03-11,2026-03-18,100,완료,502
E00919,L0004,C036,2025-10-29,2025-10-29,2025-12-02,100,완료,66
E00920,L0142,C044,2026-03-03,2026-03-03,,91,진행중,294
E00921,L0027,C029,2025-07-11,,,0,미시작,446
E00922,L0146,C047,2025-07-01,2025-07-01,2025-08-05,100,완료,197
E00923,L0105,C040,2026-01-22,2026-01-22,,82,중단,99
E00924,L0182,C045,2026-01-17,2026-01-17,,22,중단,77
E00925,L0034,C033,2026-04-29,2026-04-29,2026-05-10,100,완료,3
E00926,L0151,C040,2026-01-13,2026-01-13,2026-02-14,100,완료,90
E00927,L0056,C015,2026-05-28,2026-05-28,,70,진행중,671
E00928,L0109,C029,2025-07-31,2025-07-31,,78,진행중,491
E00929,L0186,C002,2025-11-14,2025-11-14,,44,진행중,74
E00930,L0047,C030,2025-06-27,2025-06-27,,10,중단,269
E00931,L0193,C039,2026-04-22,2026-04-22,,56,진행중,121
E00932,L0173,C022,2026-03-27,2026-03-27,,91,진행중,15
E00933,L0147,C034,2026-04-12,2026-04-12,,27,중단,111
E00934,L0173,C046,2025-10-29,2025-10-29,2025-12-19,100,완료,129
E00935,L0029,C008,2025-08-30,,,0,미시작,60
E00936,L0021,C042,2025-07-23,2025-07-23,,68,중단,100
E00937,L0185,C023,2026-04-29,2026-04-29,2026-05-04,100,완료,340
E00938,L0158,C015,2026-03-21,2026-03-21,2026-05-04,100,완료,87
E00939,L0197,C022,2025-12-31,2025-12-31,,31,진행중,10
E00940,L0013,C017,2026-05-09,2026-05-09,,19,진행중,269
E00941,L0053,C033,2026-03-10,2026-03-10,2026-03-22,100,완료,137
E00942,L0033,C003,2026-04-24,2026-04-24,2026-06-20,100,완료,402
E00943,L0197,C017,2025-12-30,2025-12-30,2026-01-10,100,완료,150
E00944,L0022,C008,2026-04-09,2026-04-09,2026-05-22,100,완료,409
E00945,L0077,C007,2026-05-25,2026-05-25,2026-06-19,100,완료,18
E00946,L0163,C027,2025-07-23,2025-07-23,2025-07-29,100,완료,411
E00947,L0153,C044,2025-10-23,2025-10-23,2025-11-15,100,완료,457
E00948,L0047,C005,2026-04-11,2026-04-11,,80,중단,103
E00949,L0003,C028,2026-01-06,2026-01-06,2026-02-18,100,완료,352
E00950,L0120,C036,2025-06-26,2025-06-26,,33,중단,70
E00951,L0003,C002,2026-04-29,2026-04-29,2026-06-19,100,완료,59
E00952,L0191,C021,2025-10-07,2025-10-07,2025-10-20,100,완료,450
E00953,L0044,C021,2026-06-01,2026-06-01,,82,진행중,204
E00954,L0137,C014,2026-02-13,2026-02-13,2026-02-18,100,완료,35
E00955,L0041,C047,2025-09-30,2025-09-30,,46,진행중,340
E00956,L0110,C009,2026-02-08,2026-02-08,,27,진행중,350
E00957,L0139,C002,2025-06-12,,,0,미시작,92
E00958,L0191,C050,2025-11-01,2025-11-01,,33,중단,44
E00959,L0170,C008,2025-10-02,2025-10-02,,18,진행중,193
E00960,L0024,C027,2026-01-24,2026-01-24,,92,진행중,111
E00961,L0019,C037,2026-05-10,2026-05-10,,44,중단,426
E00962,L0163,C012,2025-12-06,2025-12-06,,55,중단,712
E00963,L0027,C033,2026-04-18,2026-04-18,2026-04-29,100,완료,124
E00964,L0149,C041,2025-10-26,2025-10-26,2025-11-20,100,완료,60
E00965,L0108,C007,2025-08-04,2025-08-04,2025-09-27,100,완료,22
E00966,L0057,C012,2025-10-11,2025-10-11,2025-11-26,100,완료,66
E00967,L0145,C040,2025-12-29,2025-12-29,,59,진행중,79
E00968,L0009,C032,2025-09-26,2025-09-26,,53,진행중,51
E00969,L0167,C014,2026-03-04,2026-03-04,,87,진행중,62
E00970,L0043,C042,2025-11-06,2025-11-06,2025-11-06,100,완료,80
E00971,L0073,C047,2025-10-23,2025-10-23,,14,진행중,189
E00972,L0069,C047,2025-10-27,2025-10-27,,34,진행중,27
E00973,L0012,C007,2025-06-18,2025-06-18,2025-08-09,100,완료,115
E00974,L0059,C023,2026-01-22,2026-01-22,2026-01-30,100,완료,217
E00975,L0198,C020,2025-09-01,2025-09-01,2025-09-03,100,완료,66
E00976,L0052,C001,2026-03-04,2026-03-04,,80,진행중,101
E00977,L0163,C032,2026-05-29,2026-05-29,2026-07-15,100,완료,61
E00978,L0099,C041,2025-08-05,2025-08-05,2025-09-07,100,완료,21
E00979,L0059,C044,2025-12-26,2025-12-26,2026-01-06,100,완료,463
E00980,L0123,C044,2025-11-05,2025-11-05,2025-11-21,100,완료,386
E00981,L0072,C044,2025-07-03,2025-07-03,2025-07-27,100,완료,351
E00982,L0131,C036,2026-04-20,2026-04-20,,32,중단,2
E00983,L0009,C039,2026-03-18,,,0,미시작,91
E00984,L0021,C013,2025-08-21,2025-08-21,,67,진행중,51
E00985,L0186,C024,2026-06-05,2026-06-05,,70,진행중,137
E00986,L0033,C019,2026-04-15,2026-04-15,2026-04-24,100,완료,133
E00987,L0058,C013,2025-11-24,2025-11-24,2026-01-08,100,완료,92
E00988,L0091,C009,2026-04-26,2026-04-26,,26,중단,90
E00989,L0023,C033,2026-01-28,2026-01-28,2026-03-12,100,완료,174
E00990,L0013,C011,2025-12-05,2025-12-05,2026-01-21,100,완료,117
E00991,L0068,C020,2025-07-01,2025-07-01,,45,중단,12
E00992,L0188,C004,2026-03-01,2026-03-01,2026-04-04,100,완료,321
E00993,L0057,C021,2026-02-18,2026-02-18,2026-03-22,100,완료,18
E00994,L0054,C024,2026-02-21,2026-02-21,2026-03-14,100,완료,249
E00995,L0105,C040,2026-03-19,2026-03-19,2026-05-01,100,완료,1
E00996,L0105,C025,2025-12-31,2025-12-31,2026-02-18,100,완료,656
E00997,L0196,C040,2025-10-17,2025-10-17,,82,진행중,229
E00998,L0017,C009,2025-07-28,2025-07-28,2025-09-24,100,완료,476
E00999,L0024,C043,2026-04-05,2026-04-05,2026-05-18,100,완료,332
E01000,L0013,C047,2025-12-14,2025-12-14,2026-01-01,100,완료,252
